0.000000000000000000e+00	5.535499999999999865e+00	3.715470000000000255e+02
0.000000000000000000e+00	5.638119999999999798e+00	3.712699999999999818e+02
0.000000000000000000e+00	5.504579999999999806e+00	3.714789999999999850e+02
0.000000000000000000e+00	5.406450000000000422e+00	3.713149999999999977e+02
0.000000000000000000e+00	5.517129999999999868e+00	3.713000000000000114e+02
0.000000000000000000e+00	5.761790000000000411e+00	3.713330000000000268e+02
0.000000000000000000e+00	5.662759999999999572e+00	3.715439999999999827e+02
0.000000000000000000e+00	5.405999999999999694e+00	3.724039999999999964e+02
1.000000000000000021e-03	4.834660000000000402e+00	3.712389999999999759e+02
2.000000000000000042e-03	2.708839999999999915e+00	3.715409999999999968e+02
3.000000000000000062e-03	2.039269999999999972e-01	3.713750000000000000e+02
4.000000000000000083e-03	-2.218980000000000175e+00	3.725559999999999832e+02
6.000000000000000125e-03	-4.333140000000000214e+00	3.713809999999999718e+02
8.000000000000000167e-03	-6.714369999999999727e+00	3.714399999999999977e+02
8.999999999999999320e-03	-8.456609999999999516e+00	3.715240000000000009e+02
1.000000000000000021e-02	-1.141990000000000016e+01	3.714800000000000182e+02
1.200000000000000025e-02	-1.361030000000000051e+01	3.714529999999999745e+02
1.299999999999999940e-02	-1.574409999999999954e+01	3.712919999999999732e+02
1.499999999999999944e-02	-1.784530000000000172e+01	3.716800000000000068e+02
1.600000000000000033e-02	-2.029639999999999844e+01	3.713980000000000246e+02
1.700000000000000122e-02	-2.259159999999999968e+01	3.714069999999999823e+02
1.899999999999999953e-02	-2.485910000000000153e+01	3.714639999999999986e+02
2.000000000000000042e-02	-2.724119999999999919e+01	3.714660000000000082e+02
2.199999999999999872e-02	-2.947319999999999851e+01	3.723999999999999773e+02
2.299999999999999961e-02	-3.171059999999999945e+01	3.714470000000000027e+02
2.400000000000000050e-02	-3.397579999999999956e+01	3.715609999999999786e+02
2.599999999999999881e-02	-3.638929999999999865e+01	3.714580000000000268e+02
2.699999999999999969e-02	-3.857509999999999906e+01	3.716720000000000255e+02
2.800000000000000058e-02	-4.092589999999999861e+01	3.712869999999999777e+02
2.999999999999999889e-02	-4.307900000000000063e+01	3.713940000000000055e+02
3.200000000000000067e-02	-4.533789999999999765e+01	3.714329999999999927e+02
3.300000000000000155e-02	-4.777960000000000207e+01	3.713960000000000150e+02
3.400000000000000244e-02	-5.017159999999999798e+01	3.713210000000000264e+02
3.599999999999999728e-02	-5.243370000000000175e+01	3.712309999999999945e+02
3.699999999999999817e-02	-5.433449999999999847e+01	3.721879999999999882e+02
3.899999999999999994e-02	-5.697480000000000189e+01	3.712690000000000055e+02
4.000000000000000083e-02	-5.936269999999999669e+01	3.713340000000000032e+02
4.200000000000000261e-02	-6.140740000000000265e+01	3.711720000000000255e+02
4.299999999999999656e-02	-6.340460000000000207e+01	3.720470000000000255e+02
4.399999999999999745e-02	-6.617749999999999488e+01	3.711920000000000073e+02
4.599999999999999922e-02	-6.839520000000000266e+01	3.712939999999999827e+02
4.700000000000000011e-02	-7.055949999999999989e+01	3.711709999999999923e+02
4.900000000000000189e-02	-7.310389999999999588e+01	3.720400000000000205e+02
5.000000000000000278e-02	-7.523999999999999488e+01	3.710790000000000077e+02
5.099999999999999672e-02	-7.751099999999999568e+01	3.710049999999999955e+02
5.299999999999999850e-02	-7.981919999999999504e+01	3.710529999999999973e+02
5.399999999999999939e-02	-8.212909999999999400e+01	3.718469999999999800e+02
5.600000000000000117e-02	-8.429840000000000089e+01	3.709630000000000223e+02
5.700000000000000205e-02	-8.672539999999999338e+01	3.710219999999999914e+02
5.800000000000000294e-02	-8.905190000000000339e+01	3.708999999999999773e+02
5.999999999999999778e-02	-9.089589999999999748e+01	3.716820000000000164e+02
6.099999999999999867e-02	-9.345810000000000173e+01	3.707579999999999814e+02
6.300000000000000044e-02	-9.591419999999999391e+01	3.707730000000000246e+02
6.400000000000000133e-02	-9.812869999999999493e+01	3.705980000000000132e+02
6.600000000000000311e-02	-1.004569999999999936e+02	3.706050000000000182e+02
6.700000000000000400e-02	-1.026340000000000003e+02	3.705230000000000246e+02
