# Quantum Hall

date: 2015/11/18 14/04/38
current: 1e9A
gate: 0.160V

B (T); Vxx (V); Vxy (V)
3.089999999999999969e-01; 1.226551999999999984e-06; 1.279036000000000098e-06
3.109999999999999987e-01; 1.231394000000000022e-06; 1.280965999999999799e-06
3.119999999999999996e-01; 1.237787999999999913e-06; 1.279263999999999827e-06
3.140000000000000013e-01; 1.243689999999999988e-06; 1.279643999999999941e-06
3.150000000000000022e-01; 1.249064000000000100e-06; 1.279326000000000057e-06
3.160000000000000031e-01; 1.254112000000000106e-06; 1.281271999999999987e-06
3.180000000000000049e-01; 1.260270000000000048e-06; 1.279536000000000136e-06
3.200000000000000067e-01; 1.266410000000000128e-06; 1.279442000000000082e-06
3.210000000000000075e-01; 1.272200000000000076e-06; 1.279613999999999960e-06
3.220000000000000084e-01; 1.276967999999999977e-06; 1.281273999999999830e-06
3.230000000000000093e-01; 1.283013999999999792e-06; 1.279604000000000107e-06
3.250000000000000111e-01; 1.289039999999999901e-06; 1.279613999999999960e-06
3.270000000000000129e-01; 1.294681999999999999e-06; 1.279458000000000100e-06
3.280000000000000138e-01; 1.299665999999999933e-06; 1.281480000000000011e-06
3.290000000000000147e-01; 1.305523999999999852e-06; 1.279519999999999906e-06
3.300000000000000155e-01; 1.311441999999999945e-06; 1.279619999999999914e-06
3.320000000000000173e-01; 1.317500000000000091e-06; 1.281576000000000120e-06
3.330000000000000182e-01; 1.321991999999999997e-06; 1.279967999999999990e-06
3.350000000000000200e-01; 1.328617999999999940e-06; 1.279740000000000050e-06
3.360000000000000209e-01; 1.334609999999999958e-06; 1.279980000000000110e-06
3.380000000000000226e-01; 1.340152000000000048e-06; 1.279711999999999912e-06
3.390000000000000235e-01; 1.344981999999999966e-06; 1.279491999999999980e-06
3.400000000000000244e-01; 1.350806000000000006e-06; 1.280046000000000026e-06
3.420000000000000262e-01; 1.357501999999999975e-06; 1.279997999999999972e-06
3.430000000000000271e-01; 1.361673999999999941e-06; 1.279847999999999854e-06
3.449999999999999734e-01; 1.369011999999999845e-06; 1.279900000000000019e-06
3.459999999999999742e-01; 1.373673999999999996e-06; 1.279882000000000158e-06
3.469999999999999751e-01; 1.380285999999999976e-06; 1.279779999999999883e-06
3.489999999999999769e-01; 1.384488000000000135e-06; 1.280407999999999854e-06
3.509999999999999787e-01; 1.391726000000000031e-06; 1.279789999999999947e-06
3.519999999999999796e-01; 1.397673999999999893e-06; 1.279827999999999938e-06
3.529999999999999805e-01; 1.403276000000000157e-06; 1.280354000000000058e-06
3.549999999999999822e-01; 1.408059999999999865e-06; 1.280034000000000118e-06
3.559999999999999831e-01; 1.414968000000000180e-06; 1.280428000000000194e-06
3.579999999999999849e-01; 1.420832000000000053e-06; 1.280516000000000082e-06
3.589999999999999858e-01; 1.426786000000000081e-06; 1.280211999999999950e-06
3.599999999999999867e-01; 1.430496000000000000e-06; 1.281827999999999876e-06
3.619999999999999885e-01; 1.437519999999999918e-06; 1.280112000000000154e-06
3.629999999999999893e-01; 1.443497999999999973e-06; 1.280365999999999965e-06
3.649999999999999911e-01; 1.449757999999999978e-06; 1.280355999999999901e-06
3.659999999999999920e-01; 1.455423999999999891e-06; 1.280995999999999991e-06
3.669999999999999929e-01; 1.460221999999999984e-06; 1.280193999999999876e-06
3.689999999999999947e-01; 1.466067999999999996e-06; 1.280433999999999937e-06
3.709999999999999964e-01; 1.472708000000000114e-06; 1.280479999999999936e-06
3.719999999999999973e-01; 1.478253999999999891e-06; 1.281960000000000132e-06
3.729999999999999982e-01; 1.483219999999999963e-06; 1.280569999999999879e-06
3.739999999999999991e-01; 1.489584000000000086e-06; 1.280124000000000062e-06
3.760000000000000009e-01; 1.495592000000000122e-06; 1.280215999999999848e-06
3.770000000000000018e-01; 1.501614000000000121e-06; 1.282316000000000006e-06
3.790000000000000036e-01; 1.506211999999999988e-06; 1.280723999999999895e-06
3.800000000000000044e-01; 1.512623999999999953e-06; 1.280577999999999888e-06
3.810000000000000053e-01; 1.518445999999999937e-06; 1.280522000000000036e-06
3.830000000000000071e-01; 1.524359999999999920e-06; 1.281028000000000028e-06
3.850000000000000089e-01; 1.528584000000000051e-06; 1.280663999999999933e-06
3.860000000000000098e-01; 1.535198000000000086e-06; 1.280263999999999903e-06
3.870000000000000107e-01; 1.540747999999999974e-06; 1.282251999999999933e-06
3.880000000000000115e-01; 1.545273999999999971e-06; 1.280501999999999908e-06
3.900000000000000133e-01; 1.552106000000000094e-06; 1.280554000000000073e-06
3.920000000000000151e-01; 1.558175999999999936e-06; 1.280923999999999910e-06
3.930000000000000160e-01; 1.564407999999999803e-06; 1.281089999999999833e-06
3.940000000000000169e-01; 1.570232000000000054e-06; 1.280692000000000070e-06
3.950000000000000178e-01; 1.574998000000000112e-06; 1.280903999999999993e-06
3.970000000000000195e-01; 1.581324000000000032e-06; 1.281009999999999954e-06
3.990000000000000213e-01; 1.587441999999999929e-06; 1.280974000000000019e-06
4.000000000000000222e-01; 1.591506000000000090e-06; 1.281284000000000106e-06
4.010000000000000231e-01; 1.598455999999999871e-06; 1.281106000000000063e-06
4.030000000000000249e-01; 1.604332000000000075e-06; 1.281114000000000072e-06
4.050000000000000266e-01; 1.610449999999999972e-06; 1.282391999999999986e-06
4.060000000000000275e-01; 1.616455999999999953e-06; 1.281390000000000068e-06
4.069999999999999729e-01; 1.621273999999999963e-06; 1.281171999999999979e-06
4.079999999999999738e-01; 1.627663999999999956e-06; 1.281439999999999966e-06
4.099999999999999756e-01; 1.634202000000000011e-06; 1.281423999999999947e-06
4.119999999999999774e-01; 1.639853999999999961e-06; 1.281569999999999954e-06
4.129999999999999782e-01; 1.644538000000000085e-06; 1.281501999999999983e-06
4.139999999999999791e-01; 1.650794000000000190e-06; 1.281329999999999894e-06
4.159999999999999809e-01; 1.655915999999999910e-06; 1.281407999999999929e-06
4.169999999999999818e-01; 1.661809999999999976e-06; 1.281747999999999997e-06
4.189999999999999836e-01; 1.668978000000000057e-06; 1.281645999999999934e-06
4.199999999999999845e-01; 1.674561999999999825e-06; 1.281894000000000004e-06
4.209999999999999853e-01; 1.680614000000000017e-06; 1.283432000000000107e-06
4.229999999999999871e-01; 1.686368000000000030e-06; 1.281821999999999922e-06
4.239999999999999880e-01; 1.691211999999999911e-06; 1.281880000000000041e-06
4.259999999999999898e-01; 1.697833999999999955e-06; 1.281968000000000141e-06
4.269999999999999907e-01; 1.704046000000000117e-06; 1.283316000000000081e-06
4.279999999999999916e-01; 1.707220000000000063e-06; 1.281869999999999977e-06
4.299999999999999933e-01; 1.714667999999999827e-06; 1.281942000000000058e-06
4.319999999999999951e-01; 1.720414000000000042e-06; 1.282018000000000039e-06
4.329999999999999960e-01; 1.727425999999999841e-06; 1.281875999999999931e-06
4.339999999999999969e-01; 1.731117999999999898e-06; 1.281866000000000078e-06
4.359999999999999987e-01; 1.738848000000000034e-06; 1.281934000000000049e-06
4.369999999999999996e-01; 1.744353999999999977e-06; 1.282018000000000039e-06
4.390000000000000013e-01; 1.750571999999999881e-06; 1.282007999999999974e-06
4.400000000000000022e-01; 1.754483999999999870e-06; 1.281604000000000046e-06
4.410000000000000031e-01; 1.760476000000000100e-06; 1.281964000000000030e-06
4.430000000000000049e-01; 1.766185999999999957e-06; 1.281802000000000005e-06
4.450000000000000067e-01; 1.773407999999999835e-06; 1.282044000000000121e-06
4.460000000000000075e-01; 1.779068000000000006e-06; 1.282069999999999992e-06
4.470000000000000084e-01; 1.784246000000000001e-06; 1.282109999999999825e-06
4.480000000000000093e-01; 1.790222000000000001e-06; 1.282288000000000080e-06
4.500000000000000111e-01; 1.796354000000000072e-06; 1.283974000000000033e-06
4.510000000000000120e-01; 1.800407999999999958e-06; 1.282061999999999983e-06
4.530000000000000138e-01; 1.807458000000000170e-06; 1.282195999999999870e-06
4.540000000000000147e-01; 1.813423999999999894e-06; 1.282178000000000008e-06
4.560000000000000164e-01; 1.819977999999999967e-06; 1.282900000000000033e-06
4.570000000000000173e-01; 1.825567999999999900e-06; 1.282362000000000005e-06
4.580000000000000182e-01; 1.830441999999999974e-06; 1.282115999999999991e-06
4.600000000000000200e-01; 1.837357999999999875e-06; 1.282440000000000041e-06
4.610000000000000209e-01; 1.843165999999999896e-06; 1.283920000000000025e-06
4.630000000000000226e-01; 1.846497999999999969e-06; 1.282544000000000159e-06
4.640000000000000235e-01; 1.853976000000000137e-06; 1.282619999999999927e-06
4.650000000000000244e-01; 1.860113999999999950e-06; 1.282570000000000029e-06
4.670000000000000262e-01; 1.866240000000000067e-06; 1.282443999999999939e-06
4.680000000000000271e-01; 1.871804000000000129e-06; 1.282374000000000125e-06
4.699999999999999734e-01; 1.876715999999999982e-06; 1.282566000000000131e-06
4.709999999999999742e-01; 1.882796000000000100e-06; 1.282869999999999840e-06
4.729999999999999760e-01; 1.889632000000000122e-06; 1.282319999999999905e-06
4.739999999999999769e-01; 1.894965999999999976e-06; 1.282592000000000001e-06
4.759999999999999787e-01; 1.900124000000000055e-06; 1.282428000000000133e-06
4.769999999999999796e-01; 1.906022000000000019e-06; 1.282613999999999973e-06
4.779999999999999805e-01; 1.912941999999999819e-06; 1.282728000000000155e-06
4.799999999999999822e-01; 1.918566000000000055e-06; 1.282784000000000007e-06
4.809999999999999831e-01; 1.923428000000000010e-06; 1.282678000000000046e-06
4.829999999999999849e-01; 1.929563999999999979e-06; 1.282770000000000044e-06
4.839999999999999858e-01; 1.936224000000000014e-06; 1.282650000000000120e-06
4.849999999999999867e-01; 1.942385999999999854e-06; 1.282627999999999936e-06
4.869999999999999885e-01; 1.947184000000000160e-06; 1.282800000000000025e-06
4.879999999999999893e-01; 1.953175999999999966e-06; 1.282843999999999969e-06
4.899999999999999911e-01; 1.958858000000000109e-06; 1.282650000000000120e-06
4.909999999999999920e-01; 1.964196000000000074e-06; 1.283117999999999910e-06
4.929999999999999938e-01; 1.971776000000000093e-06; 1.283173999999999973e-06
4.939999999999999947e-01; 1.977458000000000236e-06; 1.283568000000000049e-06
4.959999999999999964e-01; 1.983273999999999843e-06; 1.283965999999999812e-06
4.969999999999999973e-01; 1.987254000000000015e-06; 1.283256000000000119e-06
4.989999999999999991e-01; 1.995096000000000066e-06; 1.283000000000000040e-06
5.000000000000000000e-01; 2.001059999999999947e-06; 1.283352000000000016e-06
5.010000000000000009e-01; 2.007460000000000004e-06; 1.283571999999999948e-06
5.030000000000000027e-01; 2.010799999999999874e-06; 1.283433999999999950e-06
5.040000000000000036e-01; 2.018259999999999968e-06; 1.283895999999999998e-06
5.050000000000000044e-01; 2.024200000000000034e-06; 1.283509999999999930e-06
5.070000000000000062e-01; 2.030400000000000076e-06; 1.284285999999999963e-06
